"Additional File 2. COGs present in the seven E. faecium genomes"
,,,
,,,,,,"Strainsb",,,
"EfmE980_2131","COG1117","P","ABC-type phosphate transport system, ATPase component"
"EfmE980_0450","COG1120","PH","ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components"
"EfmE980_1175","COG1121","P","ABC-type Mn/Zn transport systems, ATPase component"
"EfmE980_2388","COG1121","P","ABC-type Mn/Zn transport systems, ATPase component"
"EfmE980_0508","COG1122","P","ABC-type cobalt transport system, ATPase component"
"EfmE980_0509","COG1122","P","ABC-type cobalt transport system, ATPase component"
"EfmE980_1454","COG1122","P","ABC-type cobalt transport system, ATPase component"
"EfmE980_0117","COG1125","E","ABC-type proline/glycine betaine transport systems, ATPase components"
"EfmE980_2715","COG1125","E","ABC-type proline/glycine betaine transport systems, ATPase components"
"EfmE980_1652","COG1126","E","ABC-type polar amino acid transport system, ATPase component"
"EfmE980_2305","COG1126","E","ABC-type polar amino acid transport system, ATPase component"
"EfmE980_2673","COG1126","E","ABC-type polar amino acid transport system, ATPase component"
"EfmE980_2745","COG1126","E","ABC-type polar amino acid transport system, ATPase component"
"EfmE980_1723","COG1129","G","ABC-type sugar transport system, ATPase component"
"EfmE980_0126","COG1131","V","ABC-type multidrug transport system, ATPase component"
"EfmE980_1124","COG1131","V","ABC-type multidrug transport system, ATPase component"
"EfmE980_1282","COG1131","V","ABC-type multidrug transport system, ATPase component"
"EfmE980_2016","COG1131","V","ABC-type multidrug transport system, ATPase component"
"EfmE980_2502","COG1131","V","ABC-type multidrug transport system, ATPase component"
"EfmE980_0177","COG1132","V","ABC-type multidrug transport system, ATPase and permease components"
"EfmE980_0178","COG1132","V","ABC-type multidrug transport system, ATPase and permease components"
"EfmE980_0878","COG1132","V","ABC-type multidrug transport system, ATPase and permease components"
"EfmE980_0963","COG1132","V","ABC-type multidrug transport system, ATPase and permease components"
"EfmE980_0964","COG1132","V","ABC-type multidrug transport system, ATPase and permease components"
"EfmE980_1230","COG1132","V","ABC-type multidrug transport system, ATPase and permease components"
"EfmE980_1231","COG1132","V","ABC-type multidrug transport system, ATPase and permease components"
"EfmE980_1369","COG1132","V","ABC-type multidrug transport system, ATPase and permease components"
"EfmE980_1370","COG1132","V","ABC-type multidrug transport system, ATPase and permease components"
"EfmE980_1607","COG1132","V","ABC-type multidrug transport system, ATPase and permease components"
"EfmE980_1608","COG1132","V","ABC-type multidrug transport system, ATPase and permease components"
"EfmE980_2113","COG1132","V","ABC-type multidrug transport system, ATPase and permease components"
"EfmE980_2114","COG1132","V","ABC-type multidrug transport system, ATPase and permease components"
"EfmE980_2242","COG1134","GM","ABC-type polysaccharide/polyol phosphate transport system, ATPase component"
"EfmE980_1035","COG1135","P","ABC-type metal ion transport system, ATPase component"
"EfmE980_1792","COG1135","P","ABC-type metal ion transport system, ATPase component"
"EfmE980_2661","COG1135","P","ABC-type metal ion transport system, ATPase component"
"EfmE980_0525","COG1136","V","ABC-type antimicrobial peptide transport system, ATPase component"
"EfmE980_0848","COG1136","V","ABC-type antimicrobial peptide transport system, ATPase component"
"EfmE980_0941","COG1136","V","ABC-type antimicrobial peptide transport system, ATPase component"
"EfmE980_1024","COG1136","V","ABC-type antimicrobial peptide transport system, ATPase component"
"EfmE980_1827","COG1136","V","ABC-type antimicrobial peptide transport system, ATPase component"
"EfmE980_2572","COG1136","V","ABC-type antimicrobial peptide transport system, ATPase component"
"EfmE980_2591","COG1136","V","ABC-type antimicrobial peptide transport system, ATPase component"
"EfmE980_2602","COG1136","V","ABC-type antimicrobial peptide transport system, ATPase component"
"EfmE980_2612","COG1136","V","ABC-type antimicrobial peptide transport system, ATPase component"
"EfmE980_0059","COG1141","C","Ferredoxin"
"EfmE980_0697","COG1154","HI","Deoxyxylulose-5-phosphate synthase"
"EfmE980_2196","COG1155","C","Archaeal/vacuolar-type H+-ATPase subunit A"
"EfmE980_2195","COG1156","C","Archaeal/vacuolar-type H+-ATPase subunit B"
"EfmE980_0164","COG1158","K","Transcription termination factor"
"EfmE980_1391","COG1159","R","GTPase"
"EfmE980_0065","COG1160","R","Predicted GTPases"
"EfmE980_0089","COG1161","R","Predicted GTPases"
"EfmE980_0798","COG1161","R","Predicted GTPases"
"EfmE980_2369","COG1162","R","Predicted GTPases"
"EfmE980_0853","COG1164","E","Oligoendopeptidase F"
"EfmE980_1339","COG1164","E","Oligoendopeptidase F"
"EfmE980_1720","COG1167","KE","Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs"
"EfmE980_2192","COG1167","KE","Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs"
"EfmE980_0919","COG1168","E","Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities"
"EfmE980_1863","COG1168","E","Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities"
"EfmE980_0522","COG1173","EP","ABC-type dipeptide/oligopeptide/nickel transport systems, permease components"
"EfmE980_2058","COG1173","EP","ABC-type dipeptide/oligopeptide/nickel transport systems, permease components"
"EfmE980_2834","COG1173","EP","ABC-type dipeptide/oligopeptide/nickel transport systems, permease components"
"EfmE980_2716","COG1174","E","ABC-type proline/glycine betaine transport systems, permease component"
"EfmE980_2718","COG1174","E","ABC-type proline/glycine betaine transport systems, permease component"
"EfmE980_0221","COG1175","G","ABC-type sugar transport systems, permease components"
"EfmE980_0225","COG1175","G","ABC-type sugar transport systems, permease components"
"EfmE980_0406","COG1175","G","ABC-type sugar transport systems, permease components"
"EfmE980_0725","COG1175","G","ABC-type sugar transport systems, permease components"
"EfmE980_1078","COG1175","G","ABC-type sugar transport systems, permease components"
"EfmE980_1587","COG1175","G","ABC-type sugar transport systems, permease components"
"EfmE980_1588","COG1175","G","ABC-type sugar transport systems, permease components"
"EfmE980_1749","COG1175","G","ABC-type sugar transport systems, permease components"
"EfmE980_2543","COG1175","G","ABC-type sugar transport systems, permease components"
"EfmE980_2764","COG1176","E","ABC-type spermidine/putrescine transport system, permease component I"
"EfmE980_2765","COG1177","E","ABC-type spermidine/putrescine transport system, permease component II"
"EfmE980_0104","COG1180","O","Pyruvate-formate lyase-activating enzyme"
"EfmE980_2728","COG1181","M","D-alanine-D-alanine ligase and related ATP-grasp enzymes"
"EfmE980_0531","COG1181; COG2918","MH","D-alanine-D-alanine ligase and related ATP-grasp enzymes; Gamma-glutamylcysteine synthetase"
"EfmE980_1227","COG1182","I","Acyl carrier protein phosphodiesterase"
"EfmE980_2755","COG1185","J","Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)"
"EfmE980_2139","COG1186","J","Protein chain release factor B"
"EfmE980_0053","COG1187","J","16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases"
"EfmE980_1766","COG1187","J","16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases"
"EfmE980_2736","COG1187","J","16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases"
"EfmE980_0861","COG1188","J","Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)"
"EfmE980_1511","COG1189","J","Predicted rRNA methylase"
"EfmE980_0869","COG1190","J","Lysyl-tRNA synthetase (class II)"
"EfmE980_2075","COG1192","D","ATPases involved in chromosome partitioning"
"EfmE980_2425","COG1192","D","ATPases involved in chromosome partitioning"
"EfmE980_0762","COG1193","L","Mismatch repair ATPase (MutS family)"
"EfmE980_1993","COG1193","L","Mismatch repair ATPase (MutS family)"
"EfmE980_0770","COG1194","L","A/G-specific DNA glycosylase"
"EfmE980_2437","COG1195","L","Recombinational DNA repair ATPase (RecF pathway)"
"EfmE980_0528","COG1196","D","Chromosome segregation ATPases"
"EfmE980_0859","COG1197","LK","Transcription-repair coupling factor (superfamily II helicase)"
"EfmE980_1272","COG1198","L","Primosomal protein N' (replication factor Y) - superfamily II helicase"
"EfmE980_2375","COG1198","L","Primosomal protein N' (replication factor Y) - superfamily II helicase"
"EfmE980_1689","COG1199","KL","Rad3-related DNA helicases"
"EfmE980_1431","COG1199; COG0847","KLL","Rad3-related DNA helicases; DNA polymerase III, epsilon subunit and related 3'-5' exonucleases"
"EfmE980_0516","COG1200","LK","RecG-like helicase"
"EfmE980_0093","COG1206","J","NAD(FAD)-utilizing enzyme possibly involved in translation"
"EfmE980_2385","COG1207","M","N-acetylglucosamine-1-phosphate uridyltransferase (contains nucleotidyltransferase and I-patch acetyltransferase domains)"
"EfmE980_2250","COG1209","M","dTDP-glucose pyrophosphorylase"
"EfmE980_0948","COG1210","M","UDP-glucose pyrophosphorylase"
"EfmE980_1354","COG1210","M","UDP-glucose pyrophosphorylase"
"EfmE980_0435","COG1214","O","Inactive homolog of metal-dependent proteases, putative molecular chaperone"
"EfmE980_2001","COG1215","M","Glycosyltransferases, probably involved in cell wall biogenesis"
"EfmE980_2253","COG1216","R","Predicted glycosyltransferases"
"EfmE980_1713","COG1217","T","Predicted membrane GTPase involved in stress response"
"EfmE980_1626","COG1219","O","ATP-dependent protease Clp, ATPase subunit"
"EfmE980_0096","COG1220","O","ATP-dependent protease HslVU (ClpYQ), ATPase subunit"
"EfmE980_0279","COG1221; COG3933","KTK","Transcriptional regulators containing an AAA-type ATPase domain and a DNA-binding domain; Transcriptional antiterminator"
"EfmE980_0959","COG1221; COG3933","KTK","Transcriptional regulators containing an AAA-type ATPase domain and a DNA-binding domain; Transcriptional antiterminator"
"EfmE980_1483","COG1221; COG3933","KTK","Transcriptional regulators containing an AAA-type ATPase domain and a DNA-binding domain; Transcriptional antiterminator"
"EfmE980_1849","COG1221; COG3933","KTK","Transcriptional regulators containing an AAA-type ATPase domain and a DNA-binding domain; Transcriptional antiterminator"
"EfmE980_0105","COG1227","C","Inorganic pyrophosphatase/exopolyphosphatase"
"EfmE980_2210","COG1230","P","Co/Zn/Cd efflux system component"
"EfmE980_0340","COG1234","R","Metal-dependent hydrolases of the beta-lactamase superfamily III"
"EfmE980_1837","COG1234","R","Metal-dependent hydrolases of the beta-lactamase superfamily III"
"EfmE980_0639","COG1235","R","Metal-dependent hydrolases of the beta-lactamase superfamily I"
"EfmE980_1753","COG1242","R","Predicted Fe-S oxidoreductase"
"EfmE980_0118","COG1249","C","Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes"
"EfmE980_1189","COG1249","C","Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes"
"EfmE980_1716","COG1249","C","Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes"
"EfmE980_2463","COG1249","C","Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes"
"EfmE980_2470","COG1252","C","NADH dehydrogenase, FAD-containing subunit"
"EfmE980_0774","COG1253","R","Hemolysins and related proteins containing CBS domains"
"EfmE980_2740","COG1253","R","Hemolysins and related proteins containing CBS domains"
"EfmE980_1419","COG1254","C","Acylphosphatases"
"EfmE980_0028","COG1257","I","Hydroxymethylglutaryl-CoA reductase"
"EfmE980_0744","COG1263","G","Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific"
"EfmE980_0392","COG1263; COG1264","GG","Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific; Phosphotransferase system IIB components"
"EfmE980_1862","COG1263; COG1264","GG","Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific; Phosphotransferase system IIB components"
"EfmE980_2607","COG1263; COG1264","GG","Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific; Phosphotransferase system IIB components"
"EfmE980_0567","COG1263; COG2190; COG1264","GGG","Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific; Phosphotransferase system IIA components; Phosphotransferase system IIB components"
"EfmE980_1010","COG1263; COG2190; COG1264","GGG","Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific; Phosphotransferase system IIA components; Phosphotransferase system IIB components"
"EfmE980_1111","COG1263; COG2190; COG1264","GGG","Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific; Phosphotransferase system IIA components; Phosphotransferase system IIB components"
"EfmE980_1286","COG1263; COG2190; COG1264","GGG","Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific; Phosphotransferase system IIA components; Phosphotransferase system IIB components"
"EfmE980_1373","COG1263; COG2190; COG1264","GGG","Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific; Phosphotransferase system IIA components; Phosphotransferase system IIB components"
"EfmE980_1787","COG1263; COG2190; COG1264","GGG","Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific; Phosphotransferase system IIA components; Phosphotransferase system IIB components"
"EfmE980_1877","COG1263; COG2190; COG1264","GGG","Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific; Phosphotransferase system IIA components; Phosphotransferase system IIB components"
"EfmE980_2029","COG1263; COG2190; COG1264","GGG","Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific; Phosphotransferase system IIA components; Phosphotransferase system IIB components"
"EfmE980_2522","COG1263; COG2190; COG1264","GGG","Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific; Phosphotransferase system IIA components; Phosphotransferase system IIB components"
"EfmE980_0135","COG1266","R","Predicted metal-dependent membrane protease"
"EfmE980_0643","COG1266","R","Predicted metal-dependent membrane protease"
"EfmE980_1926","COG1266","R","Predicted metal-dependent membrane protease"
"EfmE980_2639","COG1266","R","Predicted metal-dependent membrane protease"
"EfmE980_0922","COG1267","I","Phosphatidylglycerophosphatase A and related proteins"
"EfmE980_0555","COG1268","R","Uncharacterized conserved protein"
"EfmE980_2201","COG1269","C","Archaeal/vacuolar-type H+-ATPase subunit I"
"EfmE980_0079","COG1272","R","Predicted membrane protein, hemolysin III homolog"
"EfmE980_1040","COG1275","P","Tellurite resistance protein and related permeases"
"EfmE980_0127","COG1277","R","ABC-type transport system involved in multi-copper enzyme maturation, permease component"
"EfmE980_1283","COG1277","R","ABC-type transport system involved in multi-copper enzyme maturation, permease component"
"EfmE980_0181","COG1278","K","Cold shock proteins"
"EfmE980_0299","COG1278","K","Cold shock proteins"
"EfmE980_1430","COG1278","K","Cold shock proteins"
"EfmE980_1542","COG1278","K","Cold shock proteins"
"EfmE980_2207","COG1278","K","Cold shock proteins"
"EfmE980_2360","COG1278","K","Cold shock proteins"
"EfmE980_2649","COG1278","K","Cold shock proteins"
"EfmE980_0867","COG1281","O","Disulfide bond chaperones of the HSP33 family"
"EfmE980_0070","COG1284","S","Uncharacterized conserved protein"
"EfmE980_0114","COG1284","S","Uncharacterized conserved protein"
"EfmE980_0721","COG1284","S","Uncharacterized conserved protein"
"EfmE980_1152","COG1284","S","Uncharacterized conserved protein"
"EfmE980_1687","COG1284","S","Uncharacterized conserved protein"
"EfmE980_1764","COG1284","S","Uncharacterized conserved protein"
